Version 2
RootMod _city_01_01_dummyobj 
End 

Def _ES_L1_3_Around_City_01_01 
	Group object_library/Omni/EncounterSpawns/Encounter_V_40 
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/ZE_Template1_Stage2Fountain_D1_V1.spawndef"		0	
End

Def EG_ZE_Template1_Stage2Fountain_City_01_01
	Group _ES_ZE_Template1_Stage2Fountain_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"0"		0	
End

Def _ES_ZE_Template1_Stage3Objects_City_01_01
	Group object_library/Omni/EncounterSpawns/Encounter_E_01
		Pos 0 0 0
	End
	Property	"EncounterSpawn"	"Solo"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/ZE_Template1_Stage3Objects_D10_V0.spawndef"		0	
End

Def EG_ZE_Template1_Stage3Objects_City_01_01
	Group _ES_ZE_Template1_Stage3Objects_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"0"		0	
End

Def _ES_ZE_Template1_Stage3BossDefeat_City_01_01
	Group object_library/Omni/EncounterSpawns/Encounter_E_01
		Pos 0 0 0
	End
	Property	"EncounterSpawn"	"Solo"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/ZE_Template1_Stage3BossDefeat_D10_V0.spawndef"		0	
End

Def EG_ZE_Template1_Stage3BossDefeat_City_01_01
	Group _ES_ZE_Template1_Stage3BossDefeat_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"0"		0	
End

Def _ES_ZE_Template1_Stage4Atmospheric_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Duo_BaseType
	End
	Property	"EncounterSpawn"	"Duo"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/ZE_Template1_Stage4Atmospheric_D1_V0.spawndef"		0	
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/ZE_Template1_Stage4Atmospheric_D1_V1.spawndef"		0	
	Property	"CanSpawn2"			"SpawnDefs/City_01_01/ZE_Template1_Stage4Atmospheric_D1_V2.spawndef"		0	
End

Def EG_ZE_Template1_Stage4Atmospheric_City_01_01
	Group _ES_ZE_Template1_Stage4Atmospheric_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"0"		0	
End

Def _ES_PHSD_PPD_Cars_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Single_BaseType
	End
	Property	"EncounterSpawn"	"Single"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/PHSD_PPD_Cars_D1_V0.spawndef"		0	
End

Def EG_PHSD_PPD_Cars_City_01_01
	Group _ES_PHSD_PPD_Cars_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"HonorGrouping"	"1"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_PHSD_PPD_Guard_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Duo_BaseType
	End
	Property	"EncounterSpawn"	"Duo"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/PHSD_PPD_Guard_D1_V0.spawndef"		0	
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/PHSD_PPD_Guard_D1_V1.spawndef"		0	
End

Def EG_PHSD_PPD_Guard_City_01_01
	Group _ES_PHSD_PPD_Guard_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_PHSD_PPD_Arrest_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Trio_BaseType
	End
	Property	"EncounterSpawn"	"Trio"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/PHSD_PPD_Arrest_D1_V0.spawndef"		0	
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/PHSD_PPD_Arrest_D1_V1.spawndef"		0	
	Property	"CanSpawn2"			"SpawnDefs/City_01_01/PHSD_PPD_Arrest_D1_V2.spawndef"		0	
	Property	"CanSpawn3"			"SpawnDefs/City_01_01/PHSD_PPD_Arrest_D1_V3.spawndef"		0	
	Property	"CanSpawn4"			"SpawnDefs/City_01_01/PHSD_PPD_Arrest_D1_V4.spawndef"		0	
	Property	"CanSpawn5"			"SpawnDefs/City_01_01/PHSD_PPD_Arrest_D1_V5.spawndef"		0	
	Property	"CanSpawn6"			"SpawnDefs/City_01_01/PHSD_PPD_Arrest_D1_V6.spawndef"		0	
End

Def EG_PHSD_PPD_Arrest_City_01_01
	Group _ES_PHSD_PPD_Arrest_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTY_Newsie_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Single_BaseType
	End
	Property	"EncounterSpawn"	"Single"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Newsie_D1_V0.spawndef"		0	
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/GCTY_Newsie_D1_V1.spawndef"		0	
End

Def EG_GCTY_Newsie_City_01_01
	Group _ES_GCTY_Newsie_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTY_Media_Crowd_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Single_BaseType
	End
	Property	"EncounterSpawn"	"Single"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Media_Crowd_D1_V0.spawndef"		0	
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/GCTY_Media_Crowd_D1_V1.spawndef"		0	
End

Def EG_GCTY_Media_Crowd_City_01_01
	Group _ES_GCTY_Media_Crowd_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_PHSD_PPD_Squad_OfFields_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_CenteredAround_BaseType
	End
	Property	"EncounterSpawn"	"CenteredAround"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/PHSD_PPD_Squad_D1_V0.spawndef"		0	
End

Def EG_PHSD_PPD_Squad_OfFields_City_01_01
	Group _ES_PHSD_PPD_Squad_OfFields_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"HonorGrouping"	"1"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTYDoctors_DeadHero_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Single_BaseType
	End
	Property	"EncounterSpawn"	"Single"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Doctors_DeadHero_D1_V0.spawndef"		0	
End

Def EG_GCTYDoctors_DeadHero_City_01_01
	Group _ES_GCTYDoctors_DeadHero_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"HonorGrouping"	"1"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_PHSD_Grunts_Skulls_City01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Apprehend_BaseType
	End
	Property	"EncounterSpawn"	"Apprehend"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/PHSD_Grunts_Skulls_D1_V0.spawndef"		0	
End

Def EG_PHSD_Grunts_Skulls_City01_01
	Group _ES_PHSD_Grunts_Skulls_City01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"HonorGrouping"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_PHSD_PPD_Cars_OfFields_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Single_BaseType
	End
	Property	"EncounterSpawn"	"Single"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/PHSD_PPD_Cars_OfFields_D1_V0.spawndef"		0	
End

Def EG_PHSD_PPD_Cars_OfFields_City_01_01
	Group _ES_PHSD_PPD_Cars_OfFields_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"HonorGrouping"	"1"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_Habashy_Mission3_Warehouse_City_01_01
	Group object_library/Omni/EncounterSpawns/Encounter_E_01
		Pos 0 0 0
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_10
		Pos 0 0 3
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_11
		Pos 0 0 6
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_12
		Pos 0 0 9
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_13
		Pos 0 0 12
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_14
		Pos 0 0 15
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_15
		Pos 0 0 18
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_16
		Pos 0 0 21
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_17
		Pos 0 0 24
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_18
		Pos 0 0 27
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_19
		Pos 0 0 30
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_02
		Pos 0 0 33
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_20
		Pos 0 0 36
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_03
		Pos 0 0 39
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_04
		Pos 0 0 42
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_05
		Pos 0 0 45
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_06
		Pos 0 0 48
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_07
		Pos 0 0 51
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_08
		Pos 0 0 54
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_09
		Pos 0 0 57
	End
	Property	"EncounterSpawn"	"Fifteen"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/Mission3_WarehouseSetDressing_D1_V0.spawndef"		0	
End

Def EG_Habashy_Mission3_Warehouse_City_01_01
	Group _ES_Habashy_Mission3_Warehouse_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_Costel_Mission2_Office_City_01_01
	Group object_library/Omni/EncounterSpawns/Encounter_E_01
		Pos 0 0 0
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_10
		Pos 0 0 3
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_11
		Pos 0 0 6
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_12
		Pos 0 0 9
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_13
		Pos 0 0 12
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_14
		Pos 0 0 15
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_15
		Pos 0 0 18
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_16
		Pos 0 0 21
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_17
		Pos 0 0 24
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_18
		Pos 0 0 27
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_19
		Pos 0 0 30
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_02
		Pos 0 0 33
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_20
		Pos 0 0 36
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_03
		Pos 0 0 39
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_04
		Pos 0 0 42
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_05
		Pos 0 0 45
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_06
		Pos 0 0 48
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_07
		Pos 0 0 51
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_08
		Pos 0 0 54
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_09
		Pos 0 0 57
	End
	Property	"EncounterSpawn"	"Twenty"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/Mission2_OfficeDressing_D1_V0.spawndef"		0	
End

Def EG_Costel_Mission2_Office_City_01_01
	Group _ES_Costel_Mission2_Office_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_Named_D10_Hellions_City_01_01
	Group object_library/Omni/EncounterSpawns/Encounter_E_01
		Pos 0 0 0
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_02
		Pos 0 0 3
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_03
		Pos 0 0 6
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_04
		Pos 0 0 9
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_05
		Pos 0 0 12
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_06
		Pos 0 0 15
	End
	Group object_library/Omni/EncounterSpawns/Encounter_E_07
		Pos 0 0 18
	End
	Property	"EncounterSpawn"	"Seven"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/Named_Hellions_D10_V0.spawndef"		0	
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/Named_Hellions_D10_V1.spawndef"		0	
	Property	"CanSpawn2"			"SpawnDefs/City_01_01/Named_Hellions_D10_V2.spawndef"		0	
	Property	"CanSpawn3"			"SpawnDefs/City_01_01/Named_Hellions_D10_V3.spawndef"		0	
	Property	"CanSpawn4"			"SpawnDefs/City_01_01/Named_Hellions_D10_V4.spawndef"		0	
	Property	"CanSpawn5"			"SpawnDefs/City_01_01/Named_Hellions_D10_V5.spawndef"		0	
	Property	"CanSpawn6"			"SpawnDefs/City_01_01/Named_Hellions_D10_V6.spawndef"		0	
	Property	"CanSpawn7"			"SpawnDefs/City_01_01/Named_Hellions_D10_V7.spawndef"		0	
	Property	"CanSpawn8"			"SpawnDefs/City_01_01/Named_Hellions_D10_V8.spawndef"		0	
	Property	"CanSpawn9"			"SpawnDefs/City_01_01/Named_Hellions_D10_V9.spawndef"		0	
	Property	"CanSpawn10"			"SpawnDefs/City_01_01/Named_Hellions_D10_V10.spawndef"		0	
	Property	"CanSpawn11"			"SpawnDefs/City_01_01/Named_Hellions_D10_V11.spawndef"		0	
	Property	"CanSpawn12"			"SpawnDefs/City_01_01/Named_Hellions_D10_V12.spawndef"		0	
	Property	"CanSpawn13"			"SpawnDefs/City_01_01/Named_Hellions_D10_V13.spawndef"		0	
	Property	"CanSpawn14"			"SpawnDefs/City_01_01/Named_Hellions_D10_V14.spawndef"		0	
	Property	"CanSpawn15"			"SpawnDefs/City_01_01/Named_Hellions_D10_V15.spawndef"		0	
	Property	"CanSpawn16"			"SpawnDefs/City_01_01/Named_Hellions_D10_V16.spawndef"		0	
	Property	"CanSpawn17"			"SpawnDefs/City_01_01/Named_Hellions_D10_V17.spawndef"		0	
	Property	"CanSpawn18"			"SpawnDefs/City_01_01/Named_Hellions_D10_V18.spawndef"		0	
	Property	"CanSpawn19"			"SpawnDefs/City_01_01/Named_Hellions_D10_V19.spawndef"		0	
	Property	"CanSpawn20"			"SpawnDefs/City_01_01/Named_Hellions_D10_V20.spawndef"		0	
	Property	"CanSpawn21"			"SpawnDefs/City_01_01/Named_Hellions_D10_V21.spawndef"		0	
	Property	"CanSpawn22"			"SpawnDefs/City_01_01/Named_Hellions_D10_V22.spawndef"		0	
	Property	"CanSpawn23"			"SpawnDefs/City_01_01/Named_Hellions_D10_V23.spawndef"		0	
	Property	"CanSpawn24"			"SpawnDefs/City_01_01/Named_Hellions_D10_V24.spawndef"		0	
	Property	"CanSpawn25"			"SpawnDefs/City_01_01/Named_Hellions_D10_V25.spawndef"		0	
	Property	"CanSpawn26"			"SpawnDefs/City_01_01/Named_Hellions_D10_V26.spawndef"		0	
	Property	"CanSpawn27"			"SpawnDefs/City_01_01/Named_Hellions_D10_V27.spawndef"		0	
	Property	"CanSpawn28"			"SpawnDefs/City_01_01/Named_Hellions_D10_V28.spawndef"		0	
	Property	"CanSpawn29"			"SpawnDefs/City_01_01/Named_Hellions_D10_V29.spawndef"		0	
	Property	"CanSpawn30"			"SpawnDefs/City_01_01/Named_Hellions_D10_V30.spawndef"		0	
	Property	"CanSpawn31"			"SpawnDefs/City_01_01/Named_Hellions_D10_V31.spawndef"		0	
	Property	"CanSpawn32"			"SpawnDefs/City_01_01/Named_Hellions_D10_V32.spawndef"		0	
	Property	"CanSpawn33"			"SpawnDefs/City_01_01/Named_Hellions_D10_V33.spawndef"		0	
	Property	"CanSpawn34"			"SpawnDefs/City_01_01/Named_Hellions_D10_V34.spawndef"		0	
	Property	"CanSpawn35"			"SpawnDefs/City_01_01/Named_Hellions_D10_V35.spawndef"		0	
	Property	"CanSpawn36"			"SpawnDefs/City_01_01/Named_Hellions_D10_V36.spawndef"		0	
	Property	"CanSpawn37"			"SpawnDefs/City_01_01/Named_Hellions_D10_V37.spawndef"		0	
	Property	"CanSpawn38"			"SpawnDefs/City_01_01/Named_Hellions_D10_V38.spawndef"		0	
	Property	"CanSpawn39"			"SpawnDefs/City_01_01/Named_Hellions_D10_V39.spawndef"		0	
	Property	"CanSpawn40"			"SpawnDefs/City_01_01/Named_Hellions_D10_V40.spawndef"		0	
	Property	"CanSpawn41"			"SpawnDefs/City_01_01/Named_Hellions_D10_V41.spawndef"		0	
	Property	"CanSpawn42"			"SpawnDefs/City_01_01/Named_Hellions_D10_V42.spawndef"		0	
	Property	"CanSpawn43"			"SpawnDefs/City_01_01/Named_Hellions_D10_V43.spawndef"		0	
	Property	"CanSpawn44"			"SpawnDefs/City_01_01/Named_Hellions_D10_V44.spawndef"		0	
	Property	"CanSpawn45"			"SpawnDefs/City_01_01/Named_Hellions_D10_V45.spawndef"		0	
	Property	"CanSpawn46"			"SpawnDefs/City_01_01/Named_Hellions_D10_V46.spawndef"		0	
	Property	"CanSpawn47"			"SpawnDefs/City_01_01/Named_Hellions_D10_V47.spawndef"		0	
	Property	"CanSpawn48"			"SpawnDefs/City_01_01/Named_Hellions_D10_V48.spawndef"		0	
	Property	"CanSpawn49"			"SpawnDefs/City_01_01/Named_Hellions_D10_V49.spawndef"		0	
	Property	"CanSpawn50"			"SpawnDefs/City_01_01/Named_Hellions_D10_V50.spawndef"		0	
	Property	"CanSpawn51"			"SpawnDefs/City_01_01/Named_Hellions_D10_V51.spawndef"		0	
	Property	"CanSpawn52"			"SpawnDefs/City_01_01/Named_Hellions_D10_V52.spawndef"		0	
	Property	"CanSpawn53"			"SpawnDefs/City_01_01/Named_Hellions_D10_V53.spawndef"		0	
	Property	"CanSpawn54"			"SpawnDefs/City_01_01/Named_Hellions_D10_V54.spawndef"		0	
	Property	"CanSpawn55"			"SpawnDefs/City_01_01/Named_Hellions_D10_V55.spawndef"		0	
	Property	"CanSpawn56"			"SpawnDefs/City_01_01/Named_Hellions_D10_V56.spawndef"		0	
	Property	"CanSpawn57"			"SpawnDefs/City_01_01/Named_Hellions_D10_V57.spawndef"		0	
	Property	"CanSpawn58"			"SpawnDefs/City_01_01/Named_Hellions_D10_V58.spawndef"		0	
End

Def EG_Named_D10_Hellions_City_01_01
	Group _ES_Named_D10_Hellions_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"HonorGrouping"	"1"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"75"		0	
End

Def _ES_Hellion_PurseRunHERO_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Snatch_BaseType
	End
	Property	"EncounterSpawn"	"Snatch"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/PurseRun_Hero_D1_V0.spawndef"		0	
End

Def EG_Hellion_PurseRunHERO_City_01_01
	Group _ES_Hellion_PurseRunHERO_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"80"		0	
End

Def _ES_PHSD_Grunts_Hellions_City01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Apprehend_BaseType
	End
	Property	"EncounterSpawn"	"Apprehend"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/PHSD_Grunts_Hellions_D1_V0.spawndef"		0	
End

Def EG_PHSD_Grunts_Hellions_City01_01
	Group _ES_PHSD_Grunts_Hellions_City01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_PHSD_Thugs_Hellions_City01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Apprehend_BaseType
	End
	Property	"EncounterSpawn"	"Apprehend"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/PHSD_Thugs_Hellions_D1_V0.spawndef"		0	
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/PHSD_Thugs_Hellions_D1_V1.spawndef"		0	
End

Def EG_PHSD_Thugs_Hellions_City01_01
	Group _ES_PHSD_Thugs_Hellions_City01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_PHSD_Vandalize_Hellions_City01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Duo_BaseType
	End
	Property	"EncounterSpawn"	"Duo"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/PHSD_Vandalize_Hellions_D1_V0.spawndef"		0	
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/PHSD_Vandalize_Hellions_D1_V1.spawndef"		0	
	Property	"CanSpawn2"			"SpawnDefs/City_01_01/PHSD_Vandalize_Hellions_D1_V2.spawndef"		0	
	Property	"CanSpawn3"			"SpawnDefs/City_01_01/PHSD_Vandalize_Hellions_D1_V3.spawndef"		0	
End

Def EG_PHSD_Vandalize_Hellions_City01_01
	Group _ES_PHSD_Vandalize_Hellions_City01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_PHSD_WallLean_Hellion_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Trio_BaseType
	End
	Property	"EncounterSpawn"	"Trio"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/PHSD_WallLean_Hellions_D1_V0.spawndef"		0	
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/PHSD_WallLean_Hellions_D1_V1.spawndef"		0	
	Property	"CanSpawn2"			"SpawnDefs/City_01_01/PHSD_WallLean_Hellions_D1_V2.spawndef"		0	
End

Def EG_PHSD_WallLean_Hellion_City_01_01
	Group _ES_PHSD_WallLean_Hellion_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_PHSD_WallLean_LT_Hellion_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Single_BaseType
	End
	Property	"EncounterSpawn"	"Single"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/PHSD_WallLean_LT_Hellions_D1_V0.spawndef"		0	
End

Def EG_PHSD_WallLean_LT_Hellion_City_01_01
	Group _ES_PHSD_WallLean_LT_Hellion_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTY_PPD_1
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Single_BaseType
	End
	Property	"EncounterSpawn"	"Single"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_PPD_1_D1_V0.spawndef"		0	
End

Def EG_GCTY_PPD_1
	Group _ES_GCTY_PPD_1
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTY_Doctors_PPD_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Single_BaseType
	End
	Property	"EncounterSpawn"	"Single"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Doctors_PPD_D1_V0.spawndef"		0	
End

Def EG_GCTY_Doctors_PPD_City_01_01
	Group _ES_GCTY_Doctors_PPD_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTY_Doctors_DeadArachnos_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Single_BaseType
	End
	Property	"EncounterSpawn"	"Single"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Doctors_DeadArachnos_D1_V0.spawndef"		0	
End

Def EG_GCTY_Doctors_DeadArachnos_City_01_01
	Group _ES_GCTY_Doctors_DeadArachnos_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTY_Doctors_Wounded3_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Single_BaseType
	End
	Property	"EncounterSpawn"	"Single"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Doctors_Wounded3_D1_V0.spawndef"		0	
End

Def EG_GCTY_Doctors_Wounded3_City_01_01
	Group _ES_GCTY_Doctors_Wounded3_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTY_Doctors_Wounded2_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Bookie_BaseType
	End
	Property	"EncounterSpawn"	"Bookie"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Doctors_Wounded2_D1_V0.spawndef"		0	
End

Def EG_GCTY_Doctors_Wounded2_City_01_01
	Group _ES_GCTY_Doctors_Wounded2_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTY_Doctors_Priest_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Single_BaseType
	End
	Property	"EncounterSpawn"	"Single"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Doctors_Priest_D1_V0.spawndef"		0	
End

Def EG_GCTY_Doctors_Priest_City_01_01
	Group _ES_GCTY_Doctors_Priest_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTY_Doctors_Shake_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Single_BaseType
	End
	Property	"EncounterSpawn"	"Single"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Doctors_Shake_D1_V0.spawndef"		0	
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/GCTY_Doctors_Shake_D1_V1.spawndef"		0	
End

Def EG_GCTY_Doctors_Shake_City_01_01
	Group _ES_GCTY_Doctors_Shake_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTY_Doctors_DeadLongbow_City_01_01
